Class,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,U1,U2,U3,U4,U5
Class_1,6.64838270337939,5.49270935989707,1.82298138101046,2.65430814083093,4.49797407680778,2.31615553779176,3.54543960216815,3.37091962282741,3.20927766531676,4.19644479484576,2.3509337520258,0.37342905926644,-0.972422343455087,-0.736284418428665,1.44495230883333
Class_1,4.83932018780324,4.42436832481852,0.584391769047223,4.26686630560909,4.37941677956464,2.55197248095008,4.11053468244543,-1.02638206937388,4.20270990920871,3.38700754562303,0.808769724481045,0.0675844815430184,-0.701155053616588,-0.191241809184488,0.376236073898798
Class_1,3.52202638834131,5.17343698431589,0.586937743001265,3.114421513,4.03482124854973,4.97699503761018,3.43987712466697,0.702649638983254,2.94018273826674,2.27601166703234,0.784140418846701,0.346634030494695,1.37843190060709,-1.1983002633847,-1.82111553207448
Class_1,5.07637245370041,6.03816088745882,0.46880922964345,4.79821700159819,3.5326446595555,4.14351085900628,3.36458874535244,2.60764732234029,2.20795879595524,3.8729591644001,0.170236490795333,-0.164571372800586,-2.95313731358376,-0.824254618506077,0.272687271115478
Class_1,5.67387524060364,6.86219265779856,1.44174732728826,4.9250835303952,3.58967800591957,4.15024174417964,3.42883517969832,1.51084386136702,4.28656617936744,1.24751026101314,0.159197651530768,0.189982806585771,0.955836563019408,-0.919532671174568,-0.942807734498255
Class_1,6.46053504789595,4.73676417769615,2.64564663935356,4.46825228845704,4.41134717725831,2.65359097576458,4.3218290033694,0.487986655104386,5.58096549278049,2.53911473899111,0.678018100413371,-0.0686986351389328,1.06003423492052,-1.7438683437219,-1.70089310223139
Class_1,5.38528371817117,3.84728162125389,0.541819158193434,3.11412530553839,4.31093334519716,1.7557008301235,4.50400695637242,1.20666216395344,2.95908333655914,3.46578257663254,0.434371999584651,0.916450207694266,1.35096056599856,0.383037424261768,0.9190367632293
Class_1,5.99227402627574,3.60076205718089,1.64879893537832,3.39710084024777,3.14721265448587,3.16660319430615,6.01842065978829,2.45828922820381,4.75381758053847,3.36456442971062,0.780554430230763,0.710549614762121,-0.401555741178659,-0.541069423262346,0.601705715750341
Class_1,5.01320011918473,4.13884429741597,0.77458067432468,3.66073382064405,3.5733175084608,2.66152752821372,2.69963401559527,0.862960806019183,3.0480525188353,3.10496239984445,-0.444567758454349,-0.0190896861258043,0.839986980187328,-0.555941097834846,-0.400022724222342
Class_1,3.29652860888068,4.2588673617846,0.342181826651054,4.29946387544447,4.90127989445079,6.18013923858065,2.97548413320008,0.104245474002452,4.20845456989958,4.51391493651336,1.2715164118455,1.31312687307811,0.215439257728434,1.10895853127751,1.43747168052874
Class_1,6.46101609245287,5.28317006426833,0.861470352273919,3.23156936323072,2.2314799331209,2.39264724140469,5.32060690315254,2.54232643875437,3.56060773029587,0.911680453169637,1.82601047314349,0.578816605533788,0.552847982050689,-0.693679036361983,-1.68538439471542
Class_1,5.27811753066468,6.10927285557324,3.05150780452232,1.99539034712778,4.65692926904695,4.07919494992377,4.90958974787064,-0.311221907548488,2.52130035844812,4.3057758178469,-0.0821605442182188,0.227904874997665,0.370350824990752,0.879992804711981,0.910952091072493
Class_1,3.86831587542462,3.64504360081502,2.08769437750035,3.31299380077292,1.63495779281156,2.3358310795939,3.00471050946835,0.802680283147314,3.93998586223716,3.41683476128718,-0.0581589957425658,0.734030133030624,-0.460092848631245,-0.431248632603711,0.137311566647961
Class_1,4.72250350947781,5.45552867850111,3.57141840399805,3.27793015418234,3.29319535003273,2.37584215401744,5.2257884232954,1.2000308180765,2.49645448613125,1.83832441585615,-0.466487279539017,-0.968544839770566,0.501441363321569,0.140519604666793,-1.30445974873968
Class_2,0.424047825682229,3.73938783711829,5.05803825609712,1.64298235018792,1.70051110844855,3.50546813102631,3.78970430600598,2.39182128907429,3.7802262195538,2.55164637009206,0.229797411715838,1.51644902909499,0.62762646905029,-0.0523528269896142,-0.107546272655053
Class_2,0.505322505367041,3.42424518024096,5.87121245577792,0.543050031628414,2.45297279259485,4.24744572705664,3.30749721971787,1.43296518948625,4.37409426227782,4.01586274986376,1.71019954048516,-1.05674676492714,-1.5069030571303,0.308578530105713,0.40002038444736
Class_2,1.23521844051854,2.93741625894407,5.96450250242073,0.495172064723032,0.475172768939009,6.11955780693893,5.02889820844296,0.929104491167802,2.51426389539722,2.82023016422506,-0.335749000921179,0.355248794893353,1.18259689371289,-0.366996403813651,0.994170230292134
Class_2,1.66935420393754,3.44126665617564,6.1564328382844,1.82871115651733,0.770433066323819,3.41439146926188,6.39347609689195,0.610214414416665,1.98831630436535,3.55949543068238,-0.875324824335344,-0.537626676315252,-1.33418855936283,0.760815256528283,-0.393873589955096
Class_2,1.70177030472306,1.21252194192532,3.44976599995229,-0.333696862725445,0.517081248299791,5.08122155313957,5.08401372907739,-0.0239631801734477,4.23062109824855,2.42160103122883,-1.13255449171348,0.0903163658583597,-0.596320294015713,-1.20877829147781,1.45176227538026
Class_2,2.2233030359047,3.50830572544948,4.26378036955158,1.72644013294221,2.92980200447863,4.79293403456533,3.40792585072674,2.39310712291623,4.10577554739484,3.8351870402496,-0.974384403128723,-0.517518995099845,-0.182113418617215,-0.497749386024871,2.0014571533496
Class_2,1.35159712246704,4.43088797890623,4.22219651750167,0.407081601260968,-0.0389912744816212,4.03648807800137,3.35193141861971,0.490437541269546,2.33146173366575,3.47738772665731,0.945082340846264,0.287301302415267,0.0491385446373278,-0.637044510630347,0.820293024018973
Class_2,1.65484944748079,3.80767212645353,4.10866228403573,1.17939619034668,2.77849569881177,5.50290000328515,3.9946992550148,0.202950108488139,1.64389959966756,3.74294497413741,0.247741105300021,1.66807499684583,0.412076431613412,0.676231932030489,-0.361525358178745
Class_2,1.71348459522713,4.23690755966658,4.11335090126718,2.17024433542089,2.37529605086117,2.99698996838304,5.61220212167734,-0.290925334231817,0.40902133158444,0.975033658710887,-0.104674620432457,-1.08093672458647,-0.422353546385099,-1.869411030258,-2.12565181990003
Class_2,2.47692992300154,2.56346029047613,3.70280316877167,2.62805921697088,2.05520367089738,4.85397968634244,4.00663019724258,0.0918582863362777,3.50185072299359,2.9788681125214,0.0277616799037131,-0.397851104622374,-0.0196536597344667,-1.06855248625586,-0.39804944688126
Class_2,1.86782481158519,4.78603750553993,4.34132479246566,1.64821133455189,1.04243883617343,5.7559359928627,4.67239463708283,-0.770285258781799,3.24634466819706,2.15146502121501,2.3509337520258,0.37342905926644,-0.972422343455087,-0.736284418428665,1.44495230883333
Class_2,1.94924232126512,4.21278798973846,4.86701134551317,1.06267087819205,3.17409212064845,4.47560549942709,5.27475562431572,1.73013462504027,2.49487897442141,2.24096738996483,0.808769724481045,0.0675844815430184,-0.701155053616588,-0.191241809184488,0.376236073898798
Class_2,2.80678926960546,3.42262293379615,5.2790040920361,1.73263871164377,1.73452944082064,5.19666900315063,3.85201203168228,0.685263845720385,2.84742035260847,4.47742952452478,0.784140418846701,0.346634030494695,1.37843190060709,-1.1983002633847,-1.82111553207448
Class_2,2.12803796708737,2.97547533371758,3.87254279677948,0.274220369600507,2.89829221330565,4.0531598630921,4.78697118794567,1.57787266099748,1.88966902885817,2.65705711086759,0.159197651530768,0.189982806585771,0.955836563019408,-0.919532671174568,-0.942807734498255
Class_2,2.14609209463716,2.71734821099362,4.71590989136912,2.12128760450256,2.84646438971526,4.61630984899006,4.68242103920521,2.00182355899547,1.91345182162073,3.74068944336894,0.678018100413371,-0.0686986351389328,1.06003423492052,-1.7438683437219,-1.70089310223139
Class_2,1.523497913398,1.36696611138582,7.00906209777729,1.97180289760126,1.9180541757504,4.56645141376807,3.10240194667695,-0.748460961040145,2.14322707052631,2.25616698170154,0.434371999584651,0.916450207694266,1.35096056599856,0.383037424261768,0.9190367632293
Class_2,1.62890830992519,3.78882448352953,4.21149377994189,2.53814786935193,1.7708546955083,5.81967646925178,5.42821656301562,1.16702044666646,3.43533918024326,2.94051409444048,0.780554430230763,0.710549614762121,-0.401555741178659,-0.541069423262346,0.601705715750341
Class_2,1.98130344082876,1.28290454132172,5.41379114180454,2.94370341104229,2.57091502795224,4.9392935863602,2.94143607183628,0.225615593974548,1.9001997033038,4.24852604457739,-0.444567758454349,-0.0190896861258043,0.839986980187328,-0.555941097834846,-0.400022724222342
Class_2,1.40678143103618,3.57122746612629,3.97501657508161,2.74900205979397,1.1331853517088,4.99067482963545,4.4758976803759,0.54058435862141,2.19947512684736,2.4690356450743,1.2715164118455,1.31312687307811,0.215439257728434,1.10895853127751,1.43747168052874
Class_2,2.19336372249377,4.03690184750108,5.7387301372195,2.06645982678905,2.61760259126633,7.04367403219623,4.94626181252214,-0.012040663138575,3.17130990689422,2.00250745896162,-1.47339222749877,0.170386155804506,-0.637977201958245,0.667743594836766,-0.312205370263461
Class_2,1.0127395081681,4.38513801203159,5.21887805710264,1.24068985052128,2.48494534183801,5.11637072616399,4.18913242284035,0.802541301496029,3.15373072365814,2.25337098609243,1.82601047314349,0.578816605533788,0.552847982050689,-0.693679036361983,-1.68538439471542
Class_2,1.81947850864585,4.21082241779912,5.69855257943995,0.864281182662721,2.03354006355664,5.23175523925371,4.4923082110366,-1.53239760685815,2.42403698064141,3.05432622225816,0.207066157170724,-0.612459865597317,-0.389023767532155,-0.37897335718852,-0.675000828576545
Class_2,3.08764208486141,2.73598340209343,5.79909963867001,0.496082923384542,0.586728378454814,6.2481148521174,4.78071034236431,1.4398798970979,3.13759834263989,3.12952558522013,-0.0581589957425658,0.734030133030624,-0.460092848631245,-0.431248632603711,0.137311566647961
Class_2,2.71499708050092,4.486310234631,5.55616162076228,0.887051336292742,0.304759168861971,5.66156091438336,3.96705369065572,0.741811380586456,2.66097847744147,3.65733613171534,-0.843052009454205,-1.85050186253115,-0.26588619338727,0.166444699682016,-0.923241797486208
Class_3,4.65692365890982,-0.362252129558761,4.62366675308618,4.81956472598545,2.09237461852058,3.03189624856908,1.98398682037338,1.70021600216431,3.10494465044578,3.83250576300485,0.229797411715838,1.51644902909499,0.62762646905029,-0.0523528269896142,-0.107546272655053
Class_3,4.44649572128216,0.220488698589947,5.03438336982965,5.12224702716186,-0.379047859180017,3.67722219057122,2.21456962167374,4.68644982566494,1.76375444766002,4.91548561801728,1.71019954048516,-1.05674676492714,-1.5069030571303,0.308578530105713,0.40002038444736
Class_3,3.74572660805914,1.59960492410406,5.3472514627211,4.69570534744508,0.800700064659123,0.937365316897642,0.359232161457708,3.67525363188624,3.18447813432662,4.6567298606539,-0.335749000921179,0.355248794893353,1.18259689371289,-0.366996403813651,0.994170230292134
Class_3,5.84766149606887,0.518188555599435,4.3312044218789,5.05056564489416,-1.77498050208784,2.04640147675863,3.76354448543329,3.26579448338045,3.47525556937681,2.39875382472696,-1.13255449171348,0.0903163658583597,-0.596320294015713,-1.20877829147781,1.45176227538026
Class_3,3.91932110467,0.331941813344458,4.50897855968488,4.32936067197238,0.949988223781609,4.03442999705098,0.212917652905029,2.75074410883087,0.854033922154833,4.29941772132598,-0.56602063273169,0.348538284602587,-1.32949216503638,-1.90855673202378,-0.834997129573646
Class_3,4.5766637947382,-0.110070703461711,4.56235256033351,2.99310383231623,-0.877698621208694,2.99823696373535,3.58012848626822,3.84177100947605,2.70952501779756,2.76172592796406,-0.974384403128723,-0.517518995099845,-0.182113418617215,-0.497749386024871,2.0014571533496
Class_3,3.98908064690531,2.03512718969858,5.11578682071424,4.28051988387136,-0.813356179660628,1.54592910157242,2.47912277701143,3.34435513225835,2.24719449849377,4.25605567763446,0.945082340846264,0.287301302415267,0.0491385446373278,-0.637044510630347,0.820293024018973
Class_3,4.43925815211023,1.31948149300148,2.52789618115742,4.14725365623188,2.13930134327389,1.26300060042597,1.59057314892537,5.31836795627926,2.3219480777918,3.51918805776973,0.247741105300021,1.66807499684583,0.412076431613412,0.676231932030489,-0.361525358178745
Class_3,4.68091252315856,0.724681546617381,4.52628720801806,5.88126020710786,1.57254559378844,2.80066080837741,4.18863422613474,4.61465442550188,2.05247994674275,4.07451525392211,-0.104674620432457,-1.08093672458647,-0.422353546385099,-1.869411030258,-2.12565181990003
Class_3,4.41801637182355,-0.40136251084623,5.65165420950481,5.19070442243617,-0.335973793253483,2.26403764393686,1.91081771804796,4.15862921197221,0.969177874680757,2.99993541239366,0.0277616799037131,-0.397851104622374,-0.0196536597344667,-1.06855248625586,-0.39804944688126
Class_3,4.16540696670111,0.207136773064551,5.25626617992129,4.1455348007329,2.07886011542854,2.48722582220659,3.84514266708692,4.53802702159469,2.56613205344681,4.01566211351784,-0.907276482340544,0.297208816443405,0.303016425333838,-0.126005415934356,-0.347597923190669
Class_3,4.55420111384879,-0.30096250946962,3.35759323197835,4.86748890463772,1.4408361411374,3.22607148041227,2.50444273862337,4.71040836594941,3.87141387676876,6.00518637815423,0.808769724481045,0.0675844815430184,-0.701155053616588,-0.191241809184488,0.376236073898798
Class_3,4.31943572913042,0.121680516105154,5.160980298684,5.06266893490573,1.78890578156304,1.49622419357124,1.3766663900807,4.71903049858447,2.71478036935876,1.69138144982705,0.784140418846701,0.346634030494695,1.37843190060709,-1.1983002633847,-1.82111553207448
Class_3,3.97570830771791,1.47672402019348,4.82970880172492,4.43582894914868,1.74319074876078,6.04196852521467,1.02268032908342,4.45695188515349,1.49853222924822,2.52569904959085,0.170236490795333,-0.164571372800586,-2.95313731358376,-0.824254618506077,0.272687271115478
Class_3,4.89751920613272,1.07491725971227,4.96479676783339,5.918329135856,1.66684373993399,2.86513981413279,-0.0494081057718967,4.52583894450102,1.65183152109247,2.75916601860866,0.159197651530768,0.189982806585771,0.955836563019408,-0.919532671174568,-0.942807734498255
Class_3,4.92388509706763,0.0934926646660356,5.83724890654209,6.04287654941674,0.12485323668887,2.03468507540238,1.32894863922376,3.42047169263913,1.62341615855469,2.90372473372874,0.678018100413371,-0.0686986351389328,1.06003423492052,-1.7438683437219,-1.70089310223139
Class_3,4.69039387403021,2.34616595871732,6.39254279214896,3.56288589767604,-0.134547727660948,2.42628542630307,2.67816290200816,5.4638824219252,2.83819818411697,6.25912209935313,0.434371999584651,0.916450207694266,1.35096056599856,0.383037424261768,0.9190367632293
Class_3,3.41907701526646,-0.497216096518392,4.69242777254928,5.72946002909159,1.66611526156314,3.11318944958933,0.848834032277568,3.04285120281428,1.99908480114876,5.19555732066287,0.780554430230763,0.710549614762121,-0.401555741178659,-0.541069423262346,0.601705715750341
Class_3,4.94597311369813,1.50772365581568,4.69671780485479,4.95520881925706,-0.270248830766131,0.796202852843836,1.5121116957702,6.15282587708941,1.96655686119066,5.16154018100989,1.2715164118455,1.31312687307811,0.215439257728434,1.10895853127751,1.43747168052874
Class_3,4.2370282176248,-1.40402020973325,5.71882458475596,5.73428639397397,-0.612808667787532,0.50492303706221,2.11015154228647,5.04845527980495,2.38294098890912,6.4413685067912,-1.47339222749877,0.170386155804506,-0.637977201958245,0.667743594836766,-0.312205370263461
Class_3,4.84795939968181,-0.0981298154195817,4.89203229134657,4.82947814832435,1.89180212587434,2.7372997548423,2.24364976143475,2.86550306934494,3.08241996439064,3.03251975251078,0.207066157170724,-0.612459865597317,-0.389023767532155,-0.37897335718852,-0.675000828576545
Class_3,5.28526330979658,0.682884575389228,6.29840884743803,6.98404640197468,-0.207374615916495,3.59658449519489,1.91497487449056,4.25874703272061,1.70727601410542,3.10069870622604,-0.0581589957425658,0.734030133030624,-0.460092848631245,-0.431248632603711,0.137311566647961
Class_3,5.80273039529743,-0.929967101321281,4.02380721729737,6.16997585414798,0.671875017754367,2.97424737988171,0.848401232956737,5.31948161432549,2.23721889761421,5.24797115877301,-0.843052009454205,-1.85050186253115,-0.26588619338727,0.166444699682016,-0.923241797486208
Class_3,6.17904387031653,-0.214016213264603,4.63368727060736,4.74374891232996,-0.674333134479232,2.98265104161157,1.01537704857385,5.36929929332461,1.95296790695479,5.07177449134484,-0.466487279539017,-0.968544839770566,0.501441363321569,0.140519604666793,-1.30445974873968
Class_4,5.61105225631912,2.06534901284711,0.58375037339506,2.85697733666298,0.565764536588552,2.357761021067,0.560941410061745,1.86182314027211,5.43493087798355,2.57816340410462,0.229797411715838,1.51644902909499,0.62762646905029,-0.0523528269896142,-0.107546272655053
Class_4,5.99410783735449,2.85114090593457,1.71193314240268,3.61856640261964,0.259584299206427,6.28489412576677,-0.318754563492865,1.40385711212846,5.06963012722407,2.65105870265244,-0.0946537580368488,2.07396139462956,1.24027762938144,-1.35217134346927,-0.251987609311519
Class_4,2.69878282101263,4.45362144434304,2.36379797898301,4.04719586863173,0.0538770378003503,2.84017471790482,-0.223595762713729,-0.29262680418993,3.0618209007252,2.72997442551045,1.71019954048516,-1.05674676492714,-1.5069030571303,0.308578530105713,0.40002038444736
Class_4,4.0894054973655,4.10003229236511,3.88144967374294,3.31863303538822,-0.78834952532292,4.43960199453216,0.543878844439147,1.39787101858766,2.12364763072147,4.15996980509015,-0.335749000921179,0.355248794893353,1.18259689371289,-0.366996403813651,0.994170230292134
Class_4,3.14328874538302,4.80779854433256,1.91957084214783,2.96082680016613,-0.772782434736188,5.67232090620413,2.10348825270158,0.043195868220648,4.35173855435587,4.01667241999689,-1.13255449171348,0.0903163658583597,-0.596320294015713,-1.20877829147781,1.45176227538026
Class_4,3.25344512983363,3.62959133179909,2.17618847037531,3.99925640950769,1.71702222632919,2.39728162160155,0.806537077492757,1.55796678670575,4.38394409632923,3.36031502157689,-0.56602063273169,0.348538284602587,-1.32949216503638,-1.90855673202378,-0.834997129573646
Class_4,3.54713289689251,5.2994460226766,1.3451965984648,3.68078472873869,0.958666501267741,3.27598812741734,2.03866867991415,-0.197438584163329,3.14029234513063,2.77043215366644,-0.974384403128723,-0.517518995099845,-0.182113418617215,-0.497749386024871,2.0014571533496
Class_4,5.44611935892101,4.50562498562358,-1.25901701967746,6.09799284822468,2.05503665226531,2.94552901465001,1.30829164313515,1.56802173844204,3.85364779461176,1.60274162934594,0.945082340846264,0.287301302415267,0.0491385446373278,-0.637044510630347,0.820293024018973
Class_4,2.85783666827849,5.23808318893942,3.45181988570542,3.29135362935863,0.751368080505569,4.21486176754298,0.370190980257678,0.0552531431640261,2.71388907037607,1.35424167657734,0.247741105300021,1.66807499684583,0.412076431613412,0.676231932030489,-0.361525358178745
Class_4,4.4751091654835,4.80188857504291,1.22361229878026,2.41584595973582,-0.290001812873833,6.5496403597323,1.9675850065353,-0.00344052037993281,5.07961531720828,3.0628545496923,0.0277616799037131,-0.397851104622374,-0.0196536597344667,-1.06855248625586,-0.39804944688126
Class_4,3.92999360257327,5.10659945344345,2.22845056137581,4.31372844833681,-1.34093478048905,4.16019227429521,-0.97625913300462,1.73596222155013,4.52685310006063,3.61711512380835,-0.907276482340544,0.297208816443405,0.303016425333838,-0.126005415934356,-0.347597923190669
Class_4,4.24789489541738,4.57944679140522,1.323068657834,3.11863108788178,1.05745600436184,5.49627075672727,0.101115174800588,0.893846060700601,2.64286757113174,3.75338690284034,2.3509337520258,0.37342905926644,-0.972422343455087,-0.736284418428665,1.44495230883333
Class_4,3.03755957984348,2.93969142661698,2.86070882099078,3.55901363965713,0.0659595212610031,4.98538907039265,0.229044625765235,1.53683826125926,4.26622366782486,4.50521445402784,0.808769724481045,0.0675844815430184,-0.701155053616588,-0.191241809184488,0.376236073898798
Class_4,3.2295854724508,4.00750948468833,1.48644074884281,4.37117501670116,-0.0380316612994902,4.85025943179122,-2.30335372819735,1.65563157399676,5.35343804918735,3.69236196059905,0.784140418846701,0.346634030494695,1.37843190060709,-1.1983002633847,-1.82111553207448
Class_4,3.27251640596387,4.40045466275109,2.67775737761221,3.63381705459071,0.796432701020783,3.8215362561754,0.404543437991904,1.62719652066907,2.72194293389355,2.43023829133022,0.434371999584651,0.916450207694266,1.35096056599856,0.383037424261768,0.9190367632293
Class_4,3.51167425508609,6.21922681078162,4.38214503875879,4.63510199446621,1.33064893044287,4.63355993384492,-0.248813331711057,1.02141682473315,3.43055529790305,4.01738514353845,0.780554430230763,0.710549614762121,-0.401555741178659,-0.541069423262346,0.601705715750341
Class_4,4.35323725241466,4.3919220485459,0.948048762588406,3.54240753409496,0.0780430002449002,1.68874788523231,0.479403994860328,1.45699904620859,4.51383916767315,3.22333456738329,-0.444567758454349,-0.0190896861258043,0.839986980187328,-0.555941097834846,-0.400022724222342
Class_4,3.73786160502825,3.63741172280567,1.49980526957299,3.61791484046169,0.265140051236709,2.309139112793,0.75434186445324,1.8390228286448,4.68231075867008,3.0241873162765,1.2715164118455,1.31312687307811,0.215439257728434,1.10895853127751,1.43747168052874
Class_4,3.57652779597208,4.97896672704778,0.771153881780587,4.2124647565132,0.252066412354381,3.74407248337261,1.46056582073347,1.71818796794783,4.0005751687251,2.13814940186509,-1.47339222749877,0.170386155804506,-0.637977201958245,0.667743594836766,-0.312205370263461
Class_4,3.15882671695754,4.8220422986767,3.53252940352871,4.16568933673164,0.208517593702731,2.29854283405182,-1.64872042172995,2.3479587866595,5.73085316519359,4.20694836687674,1.82601047314349,0.578816605533788,0.552847982050689,-0.693679036361983,-1.68538439471542
Class_4,5.30384034263551,4.30402385424542,2.0678161307993,4.5125406784691,-0.222074194008253,4.2780851020052,0.078400050639455,-0.852919614749119,2.49041127009534,2.66901310720989,-0.0821605442182188,0.227904874997665,0.370350824990752,0.879992804711981,0.910952091072493
Class_4,3.82748868218913,3.39805767139178,-0.386557241493161,1.47304134732589,0.591878011101695,4.63459907838953,-0.596273095942933,1.38320219878892,3.51869617417676,2.95962995396214,0.207066157170724,-0.612459865597317,-0.389023767532155,-0.37897335718852,-0.675000828576545
Class_4,3.80756178628143,4.63839987547545,-0.256233503248992,2.24342182049622,0.725533491664619,5.04917456139922,0.0667699808392394,1.19305752076458,6.13692526037322,3.03092715487231,-0.0581589957425658,0.734030133030624,-0.460092848631245,-0.431248632603711,0.137311566647961
Class_4,4.66784384419442,4.74595857400831,2.87970667850678,2.24517016910173,0.224641297971299,5.27819039419617,-0.0924728416580071,0.271853132194397,5.42535707314706,3.00190433236891,-0.843052009454205,-1.85050186253115,-0.26588619338727,0.166444699682016,-0.923241797486208
Class_5,-0.259165865787804,2.47401582938685,-1.06521774591223,4.31955086531054,1.4084479785507,5.40343920659701,3.65766844087318,3.69495212222666,4.73059995966735,2.21397841722575,0.229797411715838,1.51644902909499,0.62762646905029,-0.0523528269896142,-0.107546272655053
Class_5,1.75946890011295,1.65224411458422,-2.03856301282814,3.82670576357325,4.63679666629342,3.65342668111868,5.96965318091981,2.19328120298025,6.27523011448824,1.41068900888796,-0.335749000921179,0.355248794893353,1.18259689371289,-0.366996403813651,0.994170230292134
Class_5,1.07203120344597,3.41886648038463,-0.254499008115996,5.08768335598579,0.70543988014238,5.97015128833559,3.96046859087152,3.40706104895056,3.78585370447593,2.92720847655082,-0.875324824335344,-0.537626676315252,-1.33418855936283,0.760815256528283,-0.393873589955096
Class_5,1.21213453818699,1.91095610569361,0.311799292802067,3.44390466238962,2.98102068982381,3.07709717990668,4.71473881604213,4.61729502767986,4.395481154793,3.68813926576886,-1.13255449171348,0.0903163658583597,-0.596320294015713,-1.20877829147781,1.45176227538026
Class_5,1.10508173410091,2.48309427426929,-0.162842068366666,5.48371697888872,1.09230825081245,6.16733202762348,5.73155438345137,3.94698324389597,6.18649916134432,2.5760318959036,-0.56602063273169,0.348538284602587,-1.32949216503638,-1.90855673202378,-0.834997129573646
Class_5,0.749125591224841,3.46505009923082,-0.966889177652439,3.16593474600446,2.37935242679134,6.86334977495221,4.9665397812868,2.4798231080164,5.32716955601616,3.84979190170223,0.945082340846264,0.287301302415267,0.0491385446373278,-0.637044510630347,0.820293024018973
Class_5,3.01355666823054,3.09583518491226,-0.602028310061699,5.42491252665913,1.8755166539245,4.58312248020614,3.78494454537264,1.36168181294458,4.10513442246815,2.98123017647543,0.247741105300021,1.66807499684583,0.412076431613412,0.676231932030489,-0.361525358178745
Class_5,1.01833942451382,2.13788526025241,1.08655744250651,4.1171884517305,2.86880699789554,4.23646599769854,4.5604500801902,3.98428971169371,3.25314148777082,2.61956564894154,-0.104674620432457,-1.08093672458647,-0.422353546385099,-1.869411030258,-2.12565181990003
Class_5,0.443518947836661,2.0995605549362,-0.639832110850407,3.54323611791904,3.5708228200834,6.10493061424468,3.68318006526761,3.18902753432419,5.35684359943545,2.81482000081481,-0.907276482340544,0.297208816443405,0.303016425333838,-0.126005415934356,-0.347597923190669
Class_5,2.74002497187734,2.91875272720147,-1.42741537919454,5.94323246235776,1.96215816430976,2.9782327798085,3.27778456907617,3.80903540555648,5.57202832231608,4.65840078587533,2.3509337520258,0.37342905926644,-0.972422343455087,-0.736284418428665,1.44495230883333
Class_5,1.29458119487109,3.455618155166,0.0207230442246157,5.04353466304339,2.91414081428154,4.47989418859821,3.99597300389664,3.06684219928194,4.89818824241205,3.18528464622135,0.808769724481045,0.0675844815430184,-0.701155053616588,-0.191241809184488,0.376236073898798
Class_5,2.66224075936341,0.656167570287386,-0.479728850906891,5.76090233474057,2.58893626860813,4.93565380033553,4.33811595937099,3.31503257251494,5.23483787720311,2.64375228482487,0.170236490795333,-0.164571372800586,-2.95313731358376,-0.824254618506077,0.272687271115478
